Item Name,Game Name,Listed On,Acted On, Display Price, Price in Cents, Type, Market Name, App Id, Context Id, Asset Id, Instance Id, Class Id, Unowned Context Id, Unowned Id
"Recoil Case","Counter-Strike 2","19 Sep	
		19 Sep","19 Sep	
		19 Sep","Rp 2 559.96","255996","sale","Recoil Case","730","2","38894928637","302028390","4901046679","2","38894928637"
"Dreams & Nightmares Case","Counter-Strike 2","19 Sep	
		19 Sep","19 Sep	
		19 Sep","Rp 17 627.17","1762717","sale","Dreams & Nightmares Case","730","2","39627544701","302028390","6172835502","2","39627544701"
"Recoil Case","Counter-Strike 2","19 Sep	
		19 Sep","19 Sep	
		19 Sep","Rp 2 465.13","246513","sale","Recoil Case","730","2","38894928631","302028390","4901046679","2","38894928631"
"Recoil Case","Counter-Strike 2","19 Sep	
		19 Sep","19 Sep	
		19 Sep","Rp 2 465.13","246513","sale","Recoil Case","730","2","39349479222","302028390","4901046679","2","39349479222"
"M4A4 | Poly Mag","Counter-Strike 2","19 Sep	
		3 Apr","19 Sep	
		3 Apr","Rp 1 035.05","103505","sale","M4A4 | Poly Mag (Well-Worn)","730","2","36829488088","188530139","5838197522","2","36829488088"
"Dreams & Nightmares Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 18 800.46","1880046","sale","Dreams & Nightmares Case","730","2","39598547967","302028390","4717330486","2","39598547967"
"Revolution Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 4 631.28","463128","sale","Revolution Case","730","2","39598522557","302028390","6168728625","2","39598522557"
"Revolution Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 4 631.28","463128","sale","Revolution Case","730","2","39598522574","302028390","6168728625","2","39598522574"
"Fracture Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 4 288.22","428822","sale","Fracture Case","730","2","39428853931","302028390","3946324730","2","39428853931"
"Fracture Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 4 288.22","428822","sale","Fracture Case","730","2","39598522528","302028390","6168728325","2","39598522528"
"Kilowatt Case","Counter-Strike 2","18 Sep	
		18 Sep","18 Sep	
		18 Sep","Rp 11 987.06","1198706","sale","Kilowatt Case","730","2","39598522507","302028390","6168728554","2","39598522507"
"Revolution Case","Counter-Strike 2","11 Sep	
		11 Sep","11 Sep	
		11 Sep","Rp 4 362.02","436202","sale","Revolution Case","730","2","37985424623","302028390","5189384637","2","37985424623"
"Revolution Case","Counter-Strike 2","11 Sep	
		11 Sep","11 Sep	
		11 Sep","Rp 4 362.02","436202","sale","Revolution Case","730","2","38396895985","302028390","5189384637","2","38396895985"
"Revolution Case","Counter-Strike 2","11 Sep	
		11 Sep","11 Sep	
		11 Sep","Rp 4 443.85","444385","sale","Revolution Case","730","2","38187464146","302028390","5189384637","2","38187464146"
"Dreams & Nightmares Case","Counter-Strike 2","10 Sep	
		10 Sep","10 Sep	
		10 Sep","Rp 17 421.52","1742152","sale","Dreams & Nightmares Case","730","2","39273263647","302028390","4717330486","2","39273263647"
"AUG | Condemned","Counter-Strike 2","8 Sep	
		7 Sep","8 Sep	
		7 Sep","Rp 714.23","71423","sale","AUG | Condemned (Battle-Scarred)","730","2","29405414506","302028390","310779217","2","29405414506"
"M249 | Gator Mesh","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 758.41","75841","sale","M249 | Gator Mesh (Field-Tested)","730","2","33817953101","302028390","310778538","2","33817953101"
"MP5-SD | Dirt Drop","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 108.34","10834","sale","MP5-SD | Dirt Drop (Field-Tested)","730","2","29230423937","302028390","3035569706","2","29230423937"
"Revolution Case","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 4 153.84","415384","sale","Revolution Case","730","2","39408899691","302028390","5189384637","2","39408899691"
"Revolution Case","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 4 153.84","415384","sale","Revolution Case","730","2","39408899692","302028390","5189384637","2","39408899692"
"Revolution Case","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 4 153.84","415384","sale","Revolution Case","730","2","39408899695","302028390","5189384637","2","39408899695"
"Revolution Case","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 4 153.84","415384","sale","Revolution Case","730","2","39408899698","302028390","5189384637","2","39408899698"
"Revolution Case","Counter-Strike 2","7 Sep	
		7 Sep","7 Sep	
		7 Sep","Rp 4 153.84","415384","sale","Revolution Case","730","2","39408899703","302028390","5189384637","2","39408899703"
"Dreams & Nightmares Case","Counter-Strike 2","17 Aug	
		17 Aug","17 Aug	
		17 Aug","Rp 17 180.13","1718013","sale","Dreams & Nightmares Case","730","2","39166420685","302028390","6112742587","2","39166420685"
"Dreams & Nightmares Case","Counter-Strike 2","17 Aug	
		17 Aug","17 Aug	
		17 Aug","Rp 17 180.13","1718013","sale","Dreams & Nightmares Case","730","2","39166420678","302028390","6112742587","2","39166420678"
"Dreams & Nightmares Case","Counter-Strike 2","17 Aug	
		17 Aug","17 Aug	
		17 Aug","Rp 17 180.13","1718013","sale","Dreams & Nightmares Case","730","2","39152026704","302028390","4717330486","2","39152026704"
"Dreams & Nightmares Case","Counter-Strike 2","14 Aug	
		13 Aug","14 Aug	
		13 Aug","Rp 17 435.40","1743540","sale","Dreams & Nightmares Case","730","2","39067235153","302028390","4717330486","2","39067235153"
"Kilowatt Case","Counter-Strike 2","30 Jul	
		30 Jul","30 Jul	
		30 Jul","Rp 10 922.72","1092272","sale","Kilowatt Case","730","2","38894928626","302028390","6070372624","2","38894928626"
"Dreams & Nightmares Case","Counter-Strike 2","30 Jul	
		30 Jul","30 Jul	
		30 Jul","Rp 15 626.29","1562629","sale","Dreams & Nightmares Case","730","2","38894928597","302028390","6070372685","2","38894928597"
"Dreams & Nightmares Case","Counter-Strike 2","27 Jul	
		27 Jul","27 Jul	
		27 Jul","Rp 15 989.31","1598931","sale","Dreams & Nightmares Case","730","2","38877223027","302028390","4717330486","2","38877223027"
"Existential Seagull","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 528.23","52823","purchase","2861690-Existential Seagull","753","6","30630236705","0","6008074448","6","31088173157"
"Snacking Seagull","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 769.63","76963","purchase","2861690-Snacking Seagull","753","6","31087169292","0","6008074447","6","31088201726"
"Thinking Seagull","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 521.99","52199","purchase","2861690-Thinking Seagull","753","6","30616098543","0","6008074446","6","31088373269"
"Sand Castle","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 536.33","53633","purchase","2861690-Sand Castle","753","6","30974394399","0","6008074445","6","31088099131"
"Beach","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 534.59","53459","purchase","2861690-Beach","753","6","30810815248","0","6008074444","6","31088380109"
"Playful Cat","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 523.97","52397","purchase","2861690-Playful Cat","753","6","30885970292","0","6008074443","6","31088256708"
"Duo","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 538.74","53874","purchase","2861690-Duo","753","6","31087126098","0","6008074442","6","31087833234"
"Happy Moment","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 513.79","51379","purchase","2861690-Happy Moment","753","6","30499282864","0","6008074441","6","31088381957"
"Happy Customer","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 530.35","53035","purchase","2861690-Happy Customer","753","6","31082869741","0","6008074439","6","31087275975"
"Porch Seagull","Summer Sale 2024 Trading Card","23 Jul	
		23 Jul","23 Jul	
		23 Jul","Rp 534.60","53460","purchase","2861690-Porch Seagull","753","6","31082878793","0","6008074438","6","31086942669"
"Kilowatt Case","Counter-Strike 2","21 Jul	
		21 Jul","21 Jul	
		21 Jul","Rp 10 447.08","1044708","sale","Kilowatt Case","730","2","38773390790","302028390","5710094579","2","38773390790"
"Rio 2022 Contenders Sticker Capsule","Counter-Strike 2","15 Jun	
		15 Jun","15 Jun	
		15 Jun","Rp 3 899.89","389989","purchase","Rio 2022 Contenders Sticker Capsule","730","2","38319930247","143865972","5997988605","2","38319930247"
"Kilowatt Case","Counter-Strike 2","11 Jun	
		11 Jun","11 Jun	
		11 Jun","Rp 13 911.85","1391185","sale","Kilowatt Case","730","2","37935822911","302028390","5710094579","2","37935822911"
"Dreams & Nightmares Case","Counter-Strike 2","3 Jun	
		3 Jun","3 Jun	
		3 Jun","Rp 14 808.84","1480884","sale","Dreams & Nightmares Case","730","2","37985424632","302028390","5953734641","2","37985424632"
"Kilowatt Case","Counter-Strike 2","1 Jun	
		1 Jun","1 Jun	
		1 Jun","Rp 16 089.99","1608999","sale","Kilowatt Case","730","2","38071333343","302028390","5710094579","2","38071333343"
"Kilowatt Case","Counter-Strike 2","9 May	
		9 May","9 May	
		9 May","Rp 15 661.95","1566195","sale","Kilowatt Case","730","2","37316253754","302028390","5710094579","2","37316253754"
"Kilowatt Case","Counter-Strike 2","30 Apr	
		29 Apr","30 Apr	
		29 Apr","Rp 19 152.92","1915292","sale","Kilowatt Case","730","2","37083718460","302028390","5710094579","2","37083718460"
"Revolution Case","Counter-Strike 2","29 Apr	
		29 Apr","29 Apr	
		29 Apr","Rp 5 222.70","522270","sale","Revolution Case","730","2","34767723654","302028390","5189384637","2","34767723654"
"Fracture Case","Counter-Strike 2","29 Apr	
		29 Apr","29 Apr	
		29 Apr","Rp 3 634.77","363477","sale","Fracture Case","730","2","37259688446","302028390","3946324730","2","37259688446"
"MAC-10 | Allure","Counter-Strike 2","4 Apr	
		3 Apr","4 Apr	
		3 Apr","Rp 7 228.82","722882","sale","MAC-10 | Allure (Field-Tested)","730","2","36829307546","188530139","5838156591","2","36829307546"
"MP9 | Black Sand","Counter-Strike 2","4 Apr	
		3 Apr","4 Apr	
		3 Apr","Rp 769.17","76917","sale","MP9 | Black Sand (Well-Worn)","730","2","19519095345","188530139","2735395658","2","19519095345"
"P2000 | Lifted Spirits","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 954.95","95495","sale","P2000 | Lifted Spirits (Field-Tested)","730","2","36034491947","188530139","4725614750","2","36034491947"
"Sawed-Off | Forest DDPAT","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 153.93","15393","sale","Sawed-Off | Forest DDPAT (Field-Tested)","730","2","31503663560","302028390","469437901","2","31503663560"
"M4A1-S | Boreal Forest","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 2 055.98","205598","sale","M4A1-S | Boreal Forest (Minimal Wear)","730","2","36612160467","302028390","310776642","2","36612160467"
"Negev | Ultralight","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 857.08","85708","sale","Negev | Ultralight (Field-Tested)","730","2","27849003333","188530139","3955266672","2","27849003333"
"Snakebite Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 3 428.28","342828","sale","Snakebite Case","730","2","36169610073","302028390","4418618853","2","36169610073"
"P2000 | Lifted Spirits","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 1 517.29","151729","sale","P2000 | Lifted Spirits (Minimal Wear)","730","2","36034223086","188530139","4726072850","2","36034223086"
"SG 553 | Waves Perforated","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 119.59","11959","sale","SG 553 | Waves Perforated (Field-Tested)","730","2","34665958661","302028390","310777246","2","34665958661"
"Snakebite Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 3 428.28","342828","sale","Snakebite Case","730","2","33955931394","302028390","4418618853","2","33955931394"
"Snakebite Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 3 426.63","342663","sale","Snakebite Case","730","2","33817953100","302028390","4418618853","2","33817953100"
"Glock-18 | Death Rattle","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 895.23","89523","sale","Glock-18 | Death Rattle (Field-Tested)","730","2","36829675489","480085569","469445908","2","36829675489"
"Prisma 2 Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 10 438.87","1043887","sale","Prisma 2 Case","730","2","18786951125","0","3761545285","2","18786951125"
"Fracture Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 4 111.96","411196","sale","Fracture Case","730","2","34954700565","302028390","3946324730","2","34954700565"
"Fracture Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 4 111.96","411196","sale","Fracture Case","730","2","35701348711","302028390","3946324730","2","35701348711"
"Fracture Case","Counter-Strike 2","3 Apr	
		3 Apr","3 Apr	
		3 Apr","Rp 4 101.57","410157","sale","Fracture Case","730","2","28998998609","0","3946324730","2","28998998609"
"Kilowatt Case","Counter-Strike 2","25 Mar	
		25 Mar","25 Mar	
		25 Mar","Rp 36 024.64","3602464","sale","Kilowatt Case","730","2","36639049921","302028390","5776623556","2","36639049921"
"MP7 | Abyssal Apparition","Counter-Strike 2","24 Mar	
		24 Mar","24 Mar	
		24 Mar","Rp 52 140.93","5214093","sale","MP7 | Abyssal Apparition (Minimal Wear)","730","2","36305743840","188530139","4726069316","2","36305743840"
"Sky","STAR WARS™ Battlefront™ Profile Background","19 Mar	
		19 Mar","19 Mar	
		19 Mar","Rp 3 670.87","367087","purchase","1237980-Sky","753","6","29038079216","0","3857294750","6","29583727436"
"Dreams & Nightmares Case","Counter-Strike 2","12 Mar	
		11 Mar","12 Mar	
		11 Mar","Rp 13 112.70","1311270","sale","Dreams & Nightmares Case","730","2","36343389078","302028390","4717330486","2","36343389078"
"Dreams & Nightmares Case","Counter-Strike 2","12 Mar	
		11 Mar","12 Mar	
		11 Mar","Rp 13 112.70","1311270","sale","Dreams & Nightmares Case","730","2","36343389318","302028390","4717330486","2","36343389318"
"Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 13 020.38","1302038","purchase","Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","730","2","36304571250","188530139","5753413288","2","36304571250"
"Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 13 020.38","1302038","purchase","Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","730","2","36304564670","188530139","5753413288","2","36304564670"
"Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 13 020.38","1302038","purchase","Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021","730","2","36304567948","188530139","5753413288","2","36304567948"
"Dreams & Nightmares Case","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 12 956.60","1295660","sale","Dreams & Nightmares Case","730","2","36305010414","302028390","5745056448","2","36305010414"
"Dreams & Nightmares Case","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 13 001.31","1300131","sale","Dreams & Nightmares Case","730","2","36305010679","302028390","5745056448","2","36305010679"
"Dreams & Nightmares Case","Counter-Strike 2","9 Mar	
		9 Mar","9 Mar	
		9 Mar","Rp 12 995.06","1299506","sale","Dreams & Nightmares Case","730","2","36294512702","302028390","4717330486","2","36294512702"
"Music Kit | ISOxo, inhuman","Counter-Strike 2","5 Mar	
		18 Feb","5 Mar	
		18 Feb","Rp 65 236.52","6523652","sale","Music Kit | ISOxo, inhuman","730","2","35723223193","188530139","5721066290","2","35723223193"
"Kilowatt Case","Counter-Strike 2","1 Mar	
		1 Mar","1 Mar	
		1 Mar","Rp 43 519.40","4351940","sale","Kilowatt Case","730","2","36137762307","302028390","5742242788","2","36137762307"
"Kilowatt Case","Counter-Strike 2","24 Feb	
		24 Feb","24 Feb	
		24 Feb","Rp 53 091.81","5309181","sale","Kilowatt Case","730","2","36034505364","302028390","5710094579","2","36034505364"
"Dreams & Nightmares Case","Counter-Strike 2","24 Feb	
		24 Feb","24 Feb	
		24 Feb","Rp 10 462.21","1046221","sale","Dreams & Nightmares Case","730","2","30494273630","0","4717330486","2","30494273630"
"Dreams & Nightmares Case","Counter-Strike 2","24 Feb	
		24 Feb","24 Feb	
		24 Feb","Rp 10 462.21","1046221","sale","Dreams & Nightmares Case","730","2","34244371123","302028390","4717330486","2","34244371123"
"Dreams & Nightmares Case","Counter-Strike 2","24 Feb	
		24 Feb","24 Feb	
		24 Feb","Rp 10 462.21","1046221","sale","Dreams & Nightmares Case","730","2","35525168557","302028390","4717330486","2","35525168557"
"Cloudy Sky","Achievement printer Profile Background","23 Feb	
		22 Feb","23 Feb	
		22 Feb","Rp 90.01","9001","purchase","806140-Cloudy Sky","753","6","28265380125","0","4854528789","6","29307163371"
"Theme II","Battlefield™ Hardline Profile Background","23 Feb	
		22 Feb","23 Feb	
		22 Feb","Rp 446.75","44675","purchase","1238880-Theme II","753","6","29170727756","0","3856079991","6","29308026622"
"Kilowatt Case","Counter-Strike 2","21 Feb	
		21 Feb","21 Feb	
		21 Feb","Rp 70 534.87","7053487","sale","Kilowatt Case","730","2","35958750575","302028390","5710094579","2","35958750575"
"Music Kit | ISOxo, inhuman","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 52 341.96","5234196","purchase","Music Kit | ISOxo, inhuman","730","2","35695319171","188530139","5710619195","2","35695319171"
"Music Kit | ISOxo, inhuman","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 57 501.01","5750101","purchase","Music Kit | ISOxo, inhuman","730","2","35722188957","188530139","5710619195","2","35722188957"
"Fracture Case","Counter-Strike 2","31 Dec	
		29 Dec","31 Dec	
		29 Dec","Rp 7 861.87","786187","sale","Fracture Case","730","2","35115156563","302028390","3946324730","2","35115156563"
"Gamma Case","Counter-Strike 2","30 Dec	
		29 Dec","30 Dec	
		29 Dec","Rp 33 681.95","3368195","sale","Gamma Case","730","2","35126240277","0","5666482389","2","35126240277"
"Spectrum Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 38 571","3857100","sale","Spectrum Case","730","2","35126240314","0","5666480465","2","35126240314"
"Spectrum Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 38 295.24","3829524","sale","Spectrum Case","730","2","35126240348","0","5666480465","2","35126240348"
"Horizon Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 14 515.13","1451513","sale","Horizon Case","730","2","35126240367","0","5666482327","2","35126240367"
"Gamma 2 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 32 703.52","3270352","sale","Gamma 2 Case","730","2","35126240437","0","5666480920","2","35126240437"
"Horizon Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 14 132.14","1413214","sale","Horizon Case","730","2","35126240386","0","5666482327","2","35126240386"
"Chroma 2 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 36 605.76","3660576","sale","Chroma 2 Case","730","2","35126240336","0","5666481726","2","35126240336"
"CS20 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 11 183.33","1118333","sale","CS20 Case","730","2","35126240457","0","5666480162","2","35126240457"
"Spectrum 2 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 23 605.58","2360558","sale","Spectrum 2 Case","730","2","35126240472","0","5666480781","2","35126240472"
"Chroma 3 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 30 960.94","3096094","sale","Chroma 3 Case","730","2","35126240413","0","5666481829","2","35126240413"
"Chroma 3 Case","Counter-Strike 2","29 Dec	
		29 Dec","29 Dec	
		29 Dec","Rp 30 960.94","3096094","sale","Chroma 3 Case","730","2","35126240397","0","5666481829","2","35126240397"
"Sticker | Fnatic (Glitter) | Paris 2023","Counter-Strike 2","28 Dec	
		28 Dec","28 Dec	
		28 Dec","Rp 6 233.50","623350","purchase","Sticker | Fnatic (Glitter) | Paris 2023","730","2","35135825228","188530139","5666484255","2","35135825228"
"Sticker | IHC Esports (Glitter) | Rio 2022","Counter-Strike 2","25 Dec	
		25 Dec","25 Dec	
		25 Dec","Rp 1 597.65","159765","purchase","Sticker | IHC Esports (Glitter) | Rio 2022","730","2","35094337991","188530139","5661459644","2","35094337991"
"Sticker | IHC Esports (Glitter) | Rio 2022","Counter-Strike 2","25 Dec	
		25 Dec","25 Dec	
		25 Dec","Rp 1 601.44","160144","purchase","Sticker | IHC Esports (Glitter) | Rio 2022","730","2","35090445871","188530139","5662834616","2","35090445871"
"Sticker | IHC Esports (Glitter) | Rio 2022","Counter-Strike 2","24 Dec	
		24 Dec","24 Dec	
		24 Dec","Rp 1 601.44","160144","purchase","Sticker | IHC Esports (Glitter) | Rio 2022","730","2","28623520214","188530139","5051655027","2","28623520214"
"Sticker | IHC Esports (Glitter) | Rio 2022","Counter-Strike 2","24 Dec	
		24 Dec","24 Dec	
		24 Dec","Rp 1 601.44","160144","purchase","Sticker | IHC Esports (Glitter) | Rio 2022","730","2","28008242553","188530139","5051655027","2","28008242553"
"Sticker | IHC Esports (Glitter) | Rio 2022","Counter-Strike 2","24 Dec	
		24 Dec","24 Dec	
		24 Dec","Rp 1 601.44","160144","purchase","Sticker | IHC Esports (Glitter) | Rio 2022","730","2","35079441477","188530139","5661459644","2","35079441477"
"Revolution Case","Counter-Strike 2","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 9 016.01","901601","sale","Revolution Case","730","2","34347294879","302028390","5189384637","2","34347294879"
"Revolution Case","Counter-Strike 2","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 9 016.01","901601","sale","Revolution Case","730","2","34621429023","302028390","5189384637","2","34621429023"
"Winter Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 806.10","80610","purchase","2640280-Winter Glow","753","6","28318290956","0","5659556639","6","28321244714"
"Winter Trove","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 831.81","83181","purchase","2640280-Winter Trove","753","6","28319962584","0","5659556646","6","28321190160"
"Chill City","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 806.10","80610","purchase","2640280-Chill City","753","6","28318493271","0","5659556638","6","28320883213"
"Aurora Lights","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 764.35","76435","purchase","2640280-Aurora Lights","753","6","28321279201","0","5659556645","6","28321300502"
"Frozen Friends","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 814.47","81447","purchase","2640280-Frozen Friends","753","6","28321252255","0","5659556631","6","28321309903"
"Bunny Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 789.36","78936","purchase","2640280-Bunny Glow","753","6","28318414648","0","5659556634","6","28321231187"
"Snowy Skyline","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 790.34","79034","purchase","2640280-Snowy Skyline","753","6","28321291961","0","5659556642","6","28321309346"
"Frosty Pane","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 866.55","86655","purchase","2640280-Frosty Pane","753","6","28319590148","0","5659556637","6","28320928427"
"Penguin Chill","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 789.02","78902","purchase","2640280-Penguin Chill","753","6","28302894329","0","5659556632","6","28321304824"
"Penguin Pals","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 773.78","77378","purchase","2640280-Penguin Pals","753","6","28319886191","0","5659556640","6","28321274142"
"Penguin Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 797.52","79752","purchase","2640280-Penguin Glow","753","6","28319796750","0","5659556633","6","28321241424"
"Penguin Chill","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 800.93","80093","purchase","2640280-Penguin Chill","753","6","28320218238","0","5659556632","6","28320834364"
"Bunny Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 678.73","67873","purchase","2640280-Bunny Glow","753","6","28303169337","0","5659556634","6","28321247488"
"Winter Trove","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 785.76","78576","purchase","2640280-Winter Trove","753","6","28306899890","0","5659556646","6","28321246500"
"Frozen Friends","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 859.71","85971","purchase","2640280-Frozen Friends","753","6","28321235762","0","5659556631","6","28321253143"
"Frosty Pane","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 843.38","84338","purchase","2640280-Frosty Pane","753","6","28320589291","0","5659556637","6","28321253883"
"Aurora Lights","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 841.46","84146","purchase","2640280-Aurora Lights","753","6","28319141923","0","5659556645","6","28321012699"
"Winter Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 806.10","80610","purchase","2640280-Winter Glow","753","6","28318057861","0","5659556639","6","28321228662"
"Snowy Skyline","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 798.99","79899","purchase","2640280-Snowy Skyline","753","6","28320319269","0","5659556642","6","28321233358"
"Chill City","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 793.21","79321","purchase","2640280-Chill City","753","6","28320809739","0","5659556638","6","28321248613"
"Penguin Pals","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 750.05","75005","purchase","2640280-Penguin Pals","753","6","28315555327","0","5659556640","6","28321238037"
"Penguin Glow","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 797.52","79752","purchase","2640280-Penguin Glow","753","6","28319459891","0","5659556633","6","28321223312"
"Penguin Chill","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 788.02","78802","purchase","2640280-Penguin Chill","753","6","28320883904","0","5659556632","6","28321153511"
"Revolution Case","Counter-Strike 2","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 8 889.54","888954","sale","Revolution Case","730","2","34621429007","302028390","5189384637","2","34621429007"
"Frozen Friends","Winter Sale 2023 Trading Card","22 Dec	
		22 Dec","22 Dec	
		22 Dec","Rp 819.58","81958","purchase","2640280-Frozen Friends","753","6","28320944990","0","5659556631","6","28321141047"
